isco3,country,employment_thousands,mean_annual_wage_eur,wage_source,wage_level
231,SI,19.7,39084.0,eurostat,isco1
232,SI,11.0,39084.0,eurostat,isco1
233,SI,8.3,39084.0,eurostat,isco1
234,SI,2.2,39084.0,eurostat,isco1
235,SI,16.2,39084.0,eurostat,isco1
241,SI,10.1,39084.0,eurostat,isco1
242,SI,14.4,39084.0,eurostat,isco1
243,SI,14.1,39084.0,eurostat,isco1
251,SI,16.4,39084.0,eurostat,isco1
252,SI,6.0,39084.0,eurostat,isco1
261,SI,3.1,39084.0,eurostat,isco1
262,SI,2.0,39084.0,eurostat,isco1
263,SI,12.1,39084.0,eurostat,isco1
264,SI,6.6,39084.0,eurostat,isco1
265,SI,10.2,39084.0,eurostat,isco1
311,SI,17.4,32669.0,eurostat,isco1
312,SI,7.7,32669.0,eurostat,isco1
313,SI,4.6,32669.0,eurostat,isco1
314,SI,1.6,32669.0,eurostat,isco1
315,SI,3.7,32669.0,eurostat,isco1
321,SI,2.8,32669.0,eurostat,isco1
322,SI,0.4,32669.0,eurostat,isco1
323,SI,0.4,32669.0,eurostat,isco1
324,SI,2.4,32669.0,eurostat,isco1
325,SI,13.5,32669.0,eurostat,isco1
331,SI,12.6,32669.0,eurostat,isco1
332,SI,20.5,32669.0,eurostat,isco1
333,SI,22.3,32669.0,eurostat,isco1
334,SI,8.6,32669.0,eurostat,isco1
335,SI,7.9,32669.0,eurostat,isco1
341,SI,2.7,32669.0,eurostat,isco1
342,SI,2.5,32669.0,eurostat,isco1
343,SI,4.4,32669.0,eurostat,isco1
351,SI,3.1,32669.0,eurostat,isco1
352,SI,5.4,32669.0,eurostat,isco1
411,SI,10.4,26748.0,eurostat,isco1
412,SI,5.2,26748.0,eurostat,isco1
413,SI,10.4,26748.0,eurostat,isco1
421,SI,4.3,26748.0,eurostat,isco1
422,SI,7.1,26748.0,eurostat,isco1
431,SI,8.6,26748.0,eurostat,isco1
432,SI,22.0,26748.0,eurostat,isco1
441,SI,8.3,26748.0,eurostat,isco1
511,SI,6.6,22589.0,eurostat,isco1
512,SI,2.5,22589.0,eurostat,isco1
513,SI,5.0,22589.0,eurostat,isco1
514,SI,8.6,22589.0,eurostat,isco1
515,SI,4.0,22589.0,eurostat,isco1
516,SI,16.7,22589.0,eurostat,isco1
521,SI,1.5,22589.0,eurostat,isco1
522,SI,34.7,22589.0,eurostat,isco1
523,SI,2.2,22589.0,eurostat,isco1
524,SI,17.0,22589.0,eurostat,isco1
531,SI,13.4,22589.0,eurostat,isco1
532,SI,7.3,22589.0,eurostat,isco1
541,SI,13.8,22589.0,eurostat,isco1
611,SI,12.6,20626.0,eurostat,isco1
612,SI,8.4,20626.0,eurostat,isco1
613,SI,1.7,20626.0,eurostat,isco1
621,SI,0.1,20626.0,eurostat,isco1
622,SI,1.8,20626.0,eurostat,isco1
711,SI,11.8,25189.0,eurostat,isco1
712,SI,16.4,25189.0,eurostat,isco1
713,SI,7.2,25189.0,eurostat,isco1
721,SI,13.0,25189.0,eurostat,isco1
722,SI,22.1,25189.0,eurostat,isco1
723,SI,15.9,25189.0,eurostat,isco1
731,SI,4.7,25189.0,eurostat,isco1
732,SI,1.7,25189.0,eurostat,isco1
741,SI,8.1,25189.0,eurostat,isco1
742,SI,6.0,25189.0,eurostat,isco1
751,SI,5.5,25189.0,eurostat,isco1
752,SI,2.9,25189.0,eurostat,isco1
753,SI,8.2,25189.0,eurostat,isco1
754,SI,7.0,25189.0,eurostat,isco1
811,SI,3.5,24842.0,eurostat,isco1
812,SI,2.6,24842.0,eurostat,isco1
813,SI,4.3,24842.0,eurostat,isco1
814,SI,4.7,24842.0,eurostat,isco1
815,SI,6.7,24842.0,eurostat,isco1
816,SI,7.4,24842.0,eurostat,isco1
817,SI,2.6,24842.0,eurostat,isco1
818,SI,3.1,24842.0,eurostat,isco1
821,SI,15.8,24842.0,eurostat,isco1
831,SI,4.6,24842.0,eurostat,isco1
832,SI,6.1,24842.0,eurostat,isco1
833,SI,9.2,24842.0,eurostat,isco1
834,SI,14.5,24842.0,eurostat,isco1
835,SI,5.4,24842.0,eurostat,isco1
911,SI,13.9,20638.0,eurostat,isco1
912,SI,15.8,20638.0,eurostat,isco1
921,SI,5.4,20638.0,eurostat,isco1
931,SI,15.5,20638.0,eurostat,isco1
932,SI,6.9,20638.0,eurostat,isco1
933,SI,20.6,20638.0,eurostat,isco1
941,SI,9.2,20638.0,eurostat,isco1
951,SI,,20638.0,eurostat,isco1
952,SI,,20638.0,eurostat,isco1
961,SI,4.1,20638.0,eurostat,isco1
962,SI,12.2,20638.0,eurostat,isco1
031,SK,11.1,,,
111,SK,16.6,38121.0,eurostat,isco1
112,SK,5.8,38121.0,eurostat,isco1
121,SK,21.5,38121.0,eurostat,isco1
122,SK,17.6,38121.0,eurostat,isco1
131,SK,1.0,38121.0,eurostat,isco1
132,SK,29.3,38121.0,eurostat,isco1
133,SK,3.2,38121.0,eurostat,isco1
134,SK,12.6,38121.0,eurostat,isco1
141,SK,1.4,38121.0,eurostat,isco1
142,SK,17.0,38121.0,eurostat,isco1
143,SK,6.6,38121.0,eurostat,isco1
211,SK,7.8,24639.0,eurostat,isco1
212,SK,1.9,24639.0,eurostat,isco1
213,SK,10.8,24639.0,eurostat,isco1
214,SK,33.4,24639.0,eurostat,isco1
215,SK,7.8,24639.0,eurostat,isco1
216,SK,12.4,24639.0,eurostat,isco1
221,SK,1.3,24639.0,eurostat,isco1
222,SK,2.6,24639.0,eurostat,isco1
223,SK,3.2,24639.0,eurostat,isco1
225,SK,7.1,24639.0,eurostat,isco1
226,SK,29.6,24639.0,eurostat,isco1
231,SK,49.2,24639.0,eurostat,isco1
232,SK,27.3,24639.0,eurostat,isco1
233,SK,20.8,24639.0,eurostat,isco1
234,SK,5.5,24639.0,eurostat,isco1
235,SK,40.4,24639.0,eurostat,isco1
241,SK,27.1,24639.0,eurostat,isco1
242,SK,38.8,24639.0,eurostat,isco1
243,SK,38.0,24639.0,eurostat,isco1
251,SK,48.4,24639.0,eurostat,isco1
252,SK,17.6,24639.0,eurostat,isco1
261,SK,5.4,24639.0,eurostat,isco1
262,SK,3.5,24639.0,eurostat,isco1
263,SK,20.9,24639.0,eurostat,isco1
264,SK,11.4,24639.0,eurostat,isco1
265,SK,17.8,24639.0,eurostat,isco1
311,SK,64.5,20797.0,eurostat,isco1
312,SK,28.6,20797.0,eurostat,isco1
313,SK,17.0,20797.0,eurostat,isco1
314,SK,5.8,20797.0,eurostat,isco1
315,SK,13.6,20797.0,eurostat,isco1
321,SK,10.9,20797.0,eurostat,isco1
322,SK,1.6,20797.0,eurostat,isco1
323,SK,1.6,20797.0,eurostat,isco1
324,SK,9.4,20797.0,eurostat,isco1
325,SK,53.2,20797.0,eurostat,isco1
331,SK,25.7,20797.0,eurostat,isco1
332,SK,41.8,20797.0,eurostat,isco1
333,SK,45.5,20797.0,eurostat,isco1
334,SK,17.6,20797.0,eurostat,isco1
335,SK,16.1,20797.0,eurostat,isco1
341,SK,5.2,20797.0,eurostat,isco1
342,SK,4.9,20797.0,eurostat,isco1
343,SK,8.8,20797.0,eurostat,isco1
351,SK,9.7,20797.0,eurostat,isco1
352,SK,17.0,20797.0,eurostat,isco1
411,SK,38.4,15870.0,eurostat,isco1
412,SK,19.2,15870.0,eurostat,isco1
413,SK,38.4,15870.0,eurostat,isco1
421,SK,10.4,15870.0,eurostat,isco1
422,SK,17.2,15870.0,eurostat,isco1
431,SK,31.2,15870.0,eurostat,isco1
432,SK,79.3,15870.0,eurostat,isco1
441,SK,14.0,15870.0,eurostat,isco1
511,SK,21.2,13861.0,eurostat,isco1
512,SK,8.1,13861.0,eurostat,isco1
513,SK,16.3,13861.0,eurostat,isco1
514,SK,27.7,13861.0,eurostat,isco1
515,SK,13.0,13861.0,eurostat,isco1
516,SK,53.7,13861.0,eurostat,isco1
521,SK,5.0,13861.0,eurostat,isco1
522,SK,118.5,13861.0,eurostat,isco1
523,SK,7.6,13861.0,eurostat,isco1
524,SK,58.0,13861.0,eurostat,isco1
531,SK,40.2,13861.0,eurostat,isco1
532,SK,21.9,13861.0,eurostat,isco1
541,SK,42.7,13861.0,eurostat,isco1
611,SK,6.4,12343.0,eurostat,isco1
612,SK,4.3,12343.0,eurostat,isco1
613,SK,0.9,12343.0,eurostat,isco1
621,SK,0.4,12343.0,eurostat,isco1
622,SK,6.3,12343.0,eurostat,isco1
711,SK,33.6,16757.0,eurostat,isco1
712,SK,46.7,16757.0,eurostat,isco1
713,SK,20.6,16757.0,eurostat,isco1
721,SK,30.3,16757.0,eurostat,isco1
722,SK,51.6,16757.0,eurostat,isco1
723,SK,37.0,16757.0,eurostat,isco1
731,SK,7.9,16757.0,eurostat,isco1
732,SK,2.9,16757.0,eurostat,isco1
741,SK,26.9,16757.0,eurostat,isco1
742,SK,20.2,16757.0,eurostat,isco1
751,SK,15.9,16757.0,eurostat,isco1
752,SK,8.3,16757.0,eurostat,isco1
753,SK,23.6,16757.0,eurostat,isco1
754,SK,20.0,16757.0,eurostat,isco1
811,SK,9.9,15853.0,eurostat,isco1
812,SK,7.2,15853.0,eurostat,isco1
813,SK,12.2,15853.0,eurostat,isco1
814,SK,13.3,15853.0,eurostat,isco1
815,SK,19.0,15853.0,eurostat,isco1
816,SK,20.9,15853.0,eurostat,isco1
817,SK,7.2,15853.0,eurostat,isco1
818,SK,8.7,15853.0,eurostat,isco1
821,SK,77.3,15853.0,eurostat,isco1
831,SK,16.2,15853.0,eurostat,isco1
832,SK,21.6,15853.0,eurostat,isco1
833,SK,32.4,15853.0,eurostat,isco1
834,SK,51.3,15853.0,eurostat,isco1
835,SK,18.9,15853.0,eurostat,isco1
911,SK,20.0,11693.0,eurostat,isco1
912,SK,22.8,11693.0,eurostat,isco1
921,SK,6.1,11693.0,eurostat,isco1
931,SK,23.9,11693.0,eurostat,isco1
932,SK,10.6,11693.0,eurostat,isco1
933,SK,31.9,11693.0,eurostat,isco1
941,SK,15.5,11693.0,eurostat,isco1
951,SK,,11693.0,eurostat,isco1
952,SK,,11693.0,eurostat,isco1
961,SK,5.2,11693.0,eurostat,isco1
962,SK,15.6,11693.0,eurostat,isco1
011,TR,28.4,,,
021,TR,180.1,,,
031,TR,3.4,,,
111,TR,156.0,,,
112,TR,55.1,,,
121,TR,209.0,,,
122,TR,170.5,,,
131,TR,13.3,,,
132,TR,395.1,,,
133,TR,43.2,,,
134,TR,169.3,,,
141,TR,31.4,,,
142,TR,385.0,,,
143,TR,149.3,,,
211,TR,68.4,,,
212,TR,16.5,,,
213,TR,94.3,,,
214,TR,292.4,,,
215,TR,68.4,,,
216,TR,108.5,,,
221,TR,19.9,,,
222,TR,39.7,,,
223,TR,49.6,,,
225,TR,109.2,,,
226,TR,456.7,,,
231,TR,465.3,,,
232,TR,258.5,,,
233,TR,196.5,,,
234,TR,51.7,,,
235,TR,382.6,,,
241,TR,112.5,,,
242,TR,160.8,,,
243,TR,157.6,,,
251,TR,138.9,,,
252,TR,50.5,,,
261,TR,48.3,,,
262,TR,31.2,,,
263,TR,187.4,,,
264,TR,102.2,,,
265,TR,159.0,,,
311,TR,319.6,,,
312,TR,141.8,,,
313,TR,84.1,,,
314,TR,28.8,,,
315,TR,67.3,,,
321,TR,46.5,,,
322,TR,6.6,,,
323,TR,6.6,,,
324,TR,39.9,,,
325,TR,225.9,,,
331,TR,165.1,,,
332,TR,268.9,,,
333,TR,292.5,,,
334,TR,113.2,,,
335,TR,103.8,,,
341,TR,75.9,,,
342,TR,70.9,,,
343,TR,126.5,,,
351,TR,31.2,,,
352,TR,54.7,,,
411,TR,235.6,,,
412,TR,117.8,,,
413,TR,235.6,,,
421,TR,169.3,,,
422,TR,278.2,,,
431,TR,281.5,,,
432,TR,716.7,,,
441,TR,243.6,,,
511,TR,237.7,,,
512,TR,91.4,,,
513,TR,182.9,,,
514,TR,310.9,,,
515,TR,146.3,,,
516,TR,603.5,,,
521,TR,75.9,,,
522,TR,1783.1,,,
523,TR,113.8,,,
524,TR,872.6,,,
531,TR,492.4,,,
532,TR,268.6,,,
541,TR,1022.1,,,
611,TR,1651.7,,,
612,TR,1101.1,,,
613,TR,220.2,,,
621,TR,2.3,,,
622,TR,36.6,,,
711,TR,377.7,,,
712,TR,524.6,,,
713,TR,230.8,,,
721,TR,297.5,,,
722,TR,506.9,,,
723,TR,363.6,,,
731,TR,270.1,,,
732,TR,101.3,,,
741,TR,261.1,,,
742,TR,195.9,,,
751,TR,257.5,,,
752,TR,133.5,,,
753,TR,381.5,,,
754,TR,324.3,,,
811,TR,112.0,,,
812,TR,81.8,,,
813,TR,137.8,,,
814,TR,150.7,,,
815,TR,215.3,,,
816,TR,236.9,,,
817,TR,81.8,,,
818,TR,99.1,,,
821,TR,209.2,,,
831,TR,205.5,,,
832,TR,274.0,,,
833,TR,411.0,,,
834,TR,650.8,,,
835,TR,239.8,,,
911,TR,543.4,,,
912,TR,621.1,,,
921,TR,1076.4,,,
931,TR,502.5,,,
932,TR,223.3,,,
933,TR,669.9,,,
941,TR,527.8,,,
951,TR,27.6,,,
952,TR,27.6,,,
961,TR,85.4,,,
962,TR,256.4,,,
111,UK,1676.3,92367.0,ons,isco2
112,UK,591.7,92367.0,ons,isco2
121,UK,,84093.0,ons,isco1
122,UK,,84093.0,ons,isco1
131,UK,,84093.0,ons,isco1
132,UK,,84093.0,ons,isco1
133,UK,,84093.0,ons,isco1
134,UK,,84093.0,ons,isco1
141,UK,33.1,52554.0,ons,isco2
142,UK,404.9,52554.0,ons,isco2
143,UK,157.0,52554.0,ons,isco2
211,UK,180.4,66192.0,ons,isco2
212,UK,43.6,66192.0,ons,isco2
213,UK,248.9,66192.0,ons,isco2
214,UK,771.5,66192.0,ons,isco2
215,UK,180.4,66192.0,ons,isco2
216,UK,286.2,66192.0,ons,isco2
221,UK,53.4,51923.0,ons,isco2
222,UK,106.8,51923.0,ons,isco2
223,UK,133.5,51923.0,ons,isco2
225,UK,293.8,51923.0,ons,isco2
226,UK,1228.5,51923.0,ons,isco2
231,UK,497.1,49756.0,ons,isco2
232,UK,276.1,49756.0,ons,isco2
233,UK,209.9,49756.0,ons,isco2
234,UK,55.2,49756.0,ons,isco2
235,UK,408.7,49756.0,ons,isco2
241,UK,537.3,64706.0,ons,isco2
242,UK,767.5,64706.0,ons,isco2
243,UK,752.2,64706.0,ons,isco2
251,UK,,58689.0,ons,isco1
252,UK,,58689.0,ons,isco1
261,UK,,58689.0,ons,isco1
262,UK,,58689.0,ons,isco1
263,UK,,58689.0,ons,isco1
264,UK,,58689.0,ons,isco1
265,UK,,58689.0,ons,isco1
311,UK,354.7,44066.0,ons,isco2
312,UK,157.3,44066.0,ons,isco2
313,UK,93.3,44066.0,ons,isco2
314,UK,32.0,44066.0,ons,isco2
315,UK,74.7,44066.0,ons,isco2
321,UK,86.4,29786.0,ons,isco2
322,UK,12.3,29786.0,ons,isco2
323,UK,12.3,29786.0,ons,isco2
324,UK,74.1,29786.0,ons,isco2
325,UK,419.8,29786.0,ons,isco2
331,UK,329.5,55646.0,ons,isco2
332,UK,536.7,55646.0,ons,isco2
333,UK,583.7,55646.0,ons,isco2
334,UK,226.0,55646.0,ons,isco2
335,UK,207.1,55646.0,ons,isco2
341,UK,63.9,39155.0,ons,isco2
342,UK,59.6,39155.0,ons,isco2
343,UK,106.5,39155.0,ons,isco2
351,UK,,47575.0,ons,isco1
352,UK,,47575.0,ons,isco1
411,UK,1035.2,31130.0,ons,isco2
412,UK,517.6,31130.0,ons,isco2
413,UK,1035.2,31130.0,ons,isco2
421,UK,141.9,28810.0,ons,isco2
422,UK,233.1,28810.0,ons,isco2
431,UK,,30836.0,ons,isco1
432,UK,,30836.0,ons,isco1
441,UK,,30836.0,ons,isco1
511,UK,52.5,26393.0,ons,isco2
512,UK,20.2,26393.0,ons,isco2
513,UK,40.3,26393.0,ons,isco2
514,UK,68.6,26393.0,ons,isco2
515,UK,32.3,26393.0,ons,isco2
516,UK,133.2,26393.0,ons,isco2
521,UK,30.5,20480.0,ons,isco2
522,UK,715.7,20480.0,ons,isco2
523,UK,45.7,20480.0,ons,isco2
524,UK,350.2,20480.0,ons,isco2
531,UK,1171.8,24709.0,ons,isco2
532,UK,639.2,24709.0,ons,isco2
541,UK,398.0,33504.0,ons,isco2
611,UK,55.0,32192.0,ons,isco2
612,UK,36.7,32192.0,ons,isco2
613,UK,7.3,32192.0,ons,isco2
621,UK,,32192.0,ons,isco1
622,UK,,32192.0,ons,isco1
711,UK,93.0,43041.0,ons,isco2
712,UK,129.2,43041.0,ons,isco2
713,UK,56.8,43041.0,ons,isco2
721,UK,194.9,47769.0,ons,isco2
722,UK,332.0,47769.0,ons,isco2
723,UK,238.2,47769.0,ons,isco2
731,UK,,42594.0,ons,isco1
732,UK,,42594.0,ons,isco1
741,UK,,42594.0,ons,isco1
742,UK,,42594.0,ons,isco1
751,UK,77.0,30145.0,ons,isco2
752,UK,39.9,30145.0,ons,isco2
753,UK,114.1,30145.0,ons,isco2
754,UK,97.0,30145.0,ons,isco2
811,UK,60.5,36592.0,ons,isco2
812,UK,44.2,36592.0,ons,isco2
813,UK,74.5,36592.0,ons,isco2
814,UK,81.5,36592.0,ons,isco2
815,UK,116.4,36592.0,ons,isco2
816,UK,128.1,36592.0,ons,isco2
817,UK,44.2,36592.0,ons,isco2
818,UK,53.5,36592.0,ons,isco2
821,UK,,38858.0,ons,isco1
831,UK,76.5,40918.0,ons,isco2
832,UK,102.0,40918.0,ons,isco2
833,UK,153.0,40918.0,ons,isco2
834,UK,242.2,40918.0,ons,isco2
835,UK,89.2,40918.0,ons,isco2
911,UK,915.6,21380.0,ons,isco2
912,UK,1046.4,21380.0,ons,isco2
921,UK,,22369.0,ons,isco1
931,UK,77.4,31399.0,ons,isco2
932,UK,34.4,31399.0,ons,isco2
933,UK,103.2,31399.0,ons,isco2
941,UK,,22369.0,ons,isco1
951,UK,,22369.0,ons,isco1
952,UK,,22369.0,ons,isco1
961,UK,,22369.0,ons,isco1
962,UK,,22369.0,ons,isco1
